movie title,Generes,Overview,Keywords,Director,Top 5 Casts,Writer,path
Takkari Donga,"['Action', 'Adventure', 'Comedy']",Outlaw in the Indian (not Native American) wild west shoots it out with bad guys over a girl and a diamond mine.,"['diamond', 'map', 'cameo appearance', 'dog', 'rope bridge', 'curry western', 'hat', 'cowboy', 'fratricide', 'handicapped']",Jayant Paranji,"['Satyanand', 'Mahesh Babu', 'Lisa Ray', 'Bipasha Basu', 'Jayant Paranji']",Mayank Jain,/title/tt0307541/
Necromancer 2020,"['Action', 'Fantasy', 'Horror']","Win is the only survivor from a black magic attack that has taken away his father's sacred amulet. When he come back for revenge with a powerful sorcery, he is faced with a new powerful cult that help people to be wealthy but hide its roots of black magic behind the benevolent fr... Read all","['digit in title', 'number 2020 in title', 'year in title', 'sole survivor', 'black magic', 'gecko', 'prize fighter', 'ambush', 'hand grenade', 'grenade explosion']",Piyapan Choopetch,"['Adirek Wattaleela', 'Kunticha Aiumsumoring', 'Akara Amarttayakul', 'Chicha Amatayakul', 'Piyapan Choopetch']",Piyapan Choopetch,/title/tt13597808/
Ken Arok - Ken Dedes,['Action'],"A traditional Javanese story based on historical events in Kediri, East Java, popular in Indonesia theater and literature.. Ken Arok, after being abandonned as a baby by his parents, was raised by criminals. When he grew up he became a fugitive from the law. He began to change af... Read all",[],Djun Saptohadi,"['Wiyono Soewardjo', 'Bram Adrianto', 'Baron Ahmadi', 'Ali Albar', 'Djun Saptohadi']",Djoko S. Koesdiman,/title/tt1729204/
Memory Lane,"['Action', 'Adventure', 'Music']",This time travel music adventure follows Arcadia Smith as he discovers he can relive the past and see into the future.,[],Ross Holman,"['Bianca Holman', 'Ross Holman', 'Steven Wilkins', 'Ross Holman', 'Ross Holman']",Ross Holman,/title/tt20865464/
Cingöz Recai,"['Action', 'Comedy', 'Crime']","A story of a thief, based on the novel of famous writer novelist Peyami Safa.","['writer', 'fight scene', 'thief', 'russian', 'diamond thief', 'police department', 'crush', 'based on novel', 'surprise ending']",Onur Ünlü,"['Kerem Deren', 'Peyami Safa', 'Kenan Imirzalioglu', 'Haluk Bilginer', 'Meryem Uzerli']",Pinar Bulut,/title/tt7218732/
Midnight Massacre,"['Action', 'Sci-Fi']","An outlaw terrorist organization led by Cleopatra, Mark Antony, and Julius Caesar plot to create a new government after WWIII. Only three men will stand in their way at all costs with the fate of the future of humanity depending on them.",['government'],Travis Bowen,"['Don Pedro Colley', 'Travis Bowen', 'Susie Feldman', 'Linda Harrison', 'Don Pedro Colley']",Byron Cherry,/title/tt4372572/
Islamophobia,"['Action', 'Drama']","Showcasing the traumatic effects of prejudice and discrimination against Muslim, Christianity, and Judaism its Islamophobia is a story of Peace , Love, Unity, Respect, Compassionate, and the Most Merciful particularly in the light of present-day events.","['islamophobia', 'islamic', 'religious discrimination', 'islamophobia in liverpool', 'islamophobia in paris', 'islamophobia in america', 'racism at school', 'racism film', 'discrimination cases uk', 'racism reference']",Omer Sarikaya,"['Chris Mulkey', 'Iyad Hajjaj', 'Wilma Elles', 'Omer Sarikaya', 'Omer Sarikaya']",Omer Sarikaya,/title/tt4691770/
Shut Up and Kiss Me!,"['Action', 'Comedy', 'Romance']","Ryan and Pete are 27-year old best friends in Miami, born on the same day and each searching for the perfect woman. Ryan is a rookie stockbroker living with his psychic Mom. Pete is a slick surfer dude yet to find commitment. Each meets the women of their dreams on the same day. ... Read all","['bikini', 'fainting woman', 'woman wears a thong bikini', 'woman wrapped in a towel', 'cigar smoking', 'palermo italy', 'outdoor wedding', 'hovercraft', 'fortune teller', 'jeep']",Gary Brockette,"['Howard Flamm', 'Christopher Daniel Barnes', 'Kristin Richardson', 'Yelba Osorio', 'Gary Brockette']",Steven Chase,/title/tt0358148/
Stark Raving Mad,"['Action', 'Comedy', 'Crime']",A crook quietly plots his revenge against the boss who murdered his brother while working for him.,"['statue', 'chinatown', 'revenge', 'party', 'nightclub', 'undressing', 'public humiliation', 'cross dressing', 'abuse', 'three word title']",Drew Daywalt,"['Drew Daywalt', 'Patrick Kiely', 'David Schneider', 'Seann William Scott', 'Timm Sharp']",David Schneider,/title/tt0286152/
Rage and Honor II,"['Action', 'Crime', 'Drama']","Kris and Preston team up once again to take on powerful gangster Buntao. But, Buntao has problems of his own, dealing with Dazo, another gangster who is on a steady rise to power.","['girls with guns', 'low budget', 'kung fu fighting', 'kung fu master', 'kung fu classic', 'kung fu', 'hand to hand combat', 'martial arts master', 'martial artist', 'female martial artist']",Guy Norris,"['Steven Reich', 'Cynthia Rothrock', 'Richard Norton', 'Patrick Muldoon', 'Guy Norris']",Louis Sun,/title/tt0107917/
Dracula's Curse,"['Action', 'Horror']",A team of vampire hunters set out to battle an evil vampire clan in the dark underworld.,"['bare midriff', 'vampire', 'boxing', 'wooden stake', 'telekinesis', 'political intrigue', 'crucifix', 'shotgun', 'crossbow', 'machine pistol']",Leigh Scott,"['Bram Stoker', 'Thomas Downey', 'Eliza Swenson', 'Rhett Giles', 'Leigh Scott']",Leigh Scott,/title/tt0499464/
Zombies of Mora Tau,"['Action', 'Adventure', 'Fantasy']","Zombie-like, dead crewmen of a sunken ship have always prevented salvagers from claiming the wreck's legendary box of diamonds, but will a new group of treasure hunters succeed?","['zombie', 'voodoo', 'walking dead', 'b movie', 'sailor', 'stock footage', 'archive footage', 'score employs stock cues', 'coffin', 'psychotronic film']",Edward L. Cahn,"['Bernard Gordon', 'Gregg Palmer', 'Allison Hayes', 'Autumn Russell', 'Edward L. Cahn']",George H. Plympton,/title/tt0051226/
Deep Dark Canyon,"['Action', 'Drama', 'Thriller']","After a hunting accident leaves the town mayor dead, teenage brothers Nate and Skylar go on the run from the mayor's family, who have declared open season on them.","['bare chested male', 'police', 'sheriff', 'gun', 'f rated', 'father son relationship', 'brother brother relationship', 'confrontation', 'rural setting', 'manhunt']",Abe Levy,"['Abe Levy', 'Silver Tree', 'Ted Levine', 'Spencer Treat Clark', 'Nick Eversman']",Silver Tree,/title/tt1646212/
Bermuda Island,"['Action', 'Adventure', 'Drama']","Passengers on their way to a tropical paradise crash at sea and find themselves on a deserted island. Desperate to survive the elements and infighting between survivors, they find that the island has more in store for them than they could ever imagine.",[],Adam Werth,"['Sonny Mahal', 'Robert Thompson', 'Tom Sizemore', 'Noel Gugliemi', 'John Wells']",Michael Mahal,/title/tt14926914/
Armed,"['Action', 'Thriller']","Chief, a former US Marshall, has fallen on hard times after he led his team on a raid that went horribly wrong. As he struggles to pick up the pieces, he soon learns that there may be a larger conspiracy at hand.","['female full frontal nudity', 'female nudity', 'public nudity', 'pool', 'shooting', 'wood', 'joint', 'changing clothes in car', 'drinking', 'bath']",Mario Van Peebles,"['Laz Alonso', 'William Fichtner', 'Ryan Guzman', 'Mario Van Peebles', 'Mario Van Peebles']",Mario Van Peebles,/title/tt4824316/
Buccaneer's Girl,"['Action', 'Adventure', 'Romance']",A New Orleans entertainer falls for a pirate who has another identity.,"['champagne', 'red wine', 'woman slaps a man', 'timeframe 1700s', 'timeframe 18th century', 'universal', 'universal studios', 'universal pictures', 'pirate', 'breeding']",Frederick De Cordova,"['Joseph Hoffman', 'Joe May', 'Yvonne De Carlo', 'Philip Friend', 'Robert Douglas']",Samuel R. Golding,/title/tt0042287/
Kuttram Kuttrame,"['Action', 'Drama']",A family that hails from a village is struck by an unfortunate incident and gets into conflicts they never expected.,['investigation'],Suseenthiran,"['Aruldoss', 'Anna Bharathi', 'Suseenthiran', 'Alex', 'Aruldoss']",Alex,/title/tt14657380/
Mirchi,"['Action', 'Drama']","A man returns to his country in order, ostensibly, to reform his girlfriend's violent family, but he seems to have a strange connection and a rather dark past.",['girl'],Koratala Siva,"['Mayank Jain', 'Prabhas', 'Anushka Shetty', 'Richa Langella', 'Koratala Siva']",Koratala Siva,/title/tt2469980/
Business Man,"['Action', 'Crime', 'Drama']",Surya arrives in Mumbai to revive the mafia and ends up making enemies who threaten his life.,"['police', 'kidnapping', 'police officer killed', 'anti hero', 'love interest', 'organized crime', 'local blockbuster', 'politician', 'mumbai india', 'gangster']",Puri Jagannadh,"['Mahesh Babu', 'Kajal Aggarwal', 'Prakash Raj', 'Puri Jagannadh', 'Puri Jagannadh']",Puri Jagannadh,/title/tt2071613/
Chakra,"['Action', 'Crime', 'Thriller']",A soldier and a police officer join forces to bring down a cyber hacker.,"['cyber crime', 'independence day', 'india', 'cybercrime']",Anandan .M.S.,"['Vishal', 'Regina Cassandra', 'Shraddha Srinath', 'Anandan .M.S.', 'Anandan .M.S.']",Anandan .M.S.,/title/tt11640022/
Golden Needles,"['Action', 'Drama']","Various factions are fighting each other to gain possession of a very special statue. The statue itself is not worth much, the needles inside it are the true prize. These ""golden needles"" hold extraordinary and unique properties, if inserted in the right positions in a man he wil... Read all","['martial arts', 'gold statuette', 'irish whiskey', 'macguffin', 'treasure hunt', 'hunt', 'puzzle', 'virility', 'sexual prowess', 'oriental']",Robert Clouse,"['Sylvia Schneble', 'Joe Don Baker', 'Elizabeth Ashley', 'Jim Kelly', 'Robert Clouse']",S. Lee Pogostin,/title/tt0071568/
Saheb Bibi Golaam,"['Action', 'Crime', 'Drama']",Three very different people from three very different worlds collide one winter afternoon in an anarchic Kolkata.,['winter'],Pratim D. Gupta,"['Damini Basu', 'Ritwick Chakraborty', 'Vikram Chatterjee', 'Pratim D. Gupta', 'Pratim D. Gupta']",Pratim D. Gupta,/title/tt4943558/
Icon,['Action'],,[],Venu Sriram,"['Allu Arjun', 'Pooja Hegde', 'Krithi Shetty', 'Venu Sriram', 'Venu Sriram']",Venu Sriram,/title/tt15380418/
Crash Landing,"['Action', 'Crime', 'Drama']","When a hostage situation arises on a private plane with the daughter of a billionaire on board, Major John Masters (Antonio Sabato Jr.) teams up with Captain Williams (Michael Paré) to stop the terrorists and land the plane.","['kidnapping', 'villainess', 'terrorist', 'hostage', 'hurricane', 'hijacker', 'shootout', 'machine gun', 'beretta', 'pistol']",Jim Wynorski,"['William Langlois', 'Jim Wynorski', 'Antonio Sabato Jr.', 'Michael Paré', 'Brianne Davis']",Paul A. Birkett,/title/tt0385622/
Fire Twister,"['Action', 'Adventure', 'Drama']","A man-made fire twister sweeps through Los Angeles, leaving the city in ruins. However, all is not lost when a group of strangers band together to put an end to the destruction.","['disaster film', 'fugitive', 'hitman', 'sniper', 'tornado', 'burning building', 'burned to death', 'impaled by a fire axe', 'rollercoaster', 'golf club']",George Erschbamer,"['Casper Van Dien', 'Lisa Davis', 'Johnny Hawkes', 'George Erschbamer', 'Larry Bain']",Larry Bain,/title/tt3350436/
Shadow: Dead Riot,"['Action', 'Horror']",Evil voodoo-practicing serial killer Shadow gets executed for murdering pregnant women. Twenty years later the prison Shadow was put to death at has been turned into an experimental women's penitentiary. Tough and fiercely autonomous new inmate Solitaire has some kind of link wit... Read all,"['lesbianism', 'murder of a nude woman', 'pregnancy', 'erotica', 'women in prison', 'female removes her clothes', 'black panties', 'red panties', 'blue panties', 'white panties']",Derek Wan,"['Richard Siegel', 'Tony Todd', 'Carla Greene', 'Nina Hodoruk', 'Derek Wan']",Michael Gingold,/title/tt0427848/
Get the Girl,"['Action', 'Drama']","Sebastain ""Bash"" Danye, a legendary gun for hire hangs up his weapon to retire peacefully with his 'it's complicated' partner Renee. Their quiet lives are soon interrupted when they find an unconscious woman on their property, Maddie. While nursing her back to health, some bad me... Read all",['independent film'],Chris Jai Alex,"['Tetiana Gaidar', 'Johnny Yong Bosch', 'Alina Smolyar', 'Chris Jai Alex', 'Chris Jai Alex']",Chris Jai Alex,/title/tt12960534/
Psy,"['Action', 'Crime', 'Drama']","In the good old days Franz Maurer and his partners from the secret police used to live like kings. Now, they all must adapt to a new post-communist environment where they are scorned and losing all privileges. Some, like Franz, are like ordinary police fighting against drug deale... Read all","['person in a car trunk', 'police', 'friend', 'drugs', 'scene before opening credits', 'pouring gasoline on man', 'hotel', 'eyes gouged', 'burning photograph', 'burning papers']",Wladyslaw Pasikowski,"['Boguslaw Linda', 'Marek Kondrat', 'Cezary Pazura', 'Wladyslaw Pasikowski', 'Wladyslaw Pasikowski']",Wladyslaw Pasikowski,/title/tt0105185/
Zokkomon,"['Action', 'Adventure', 'Family']","An orphan is abused and abandoned, believed to be dead, and upon his return is first feared as a ghost, and then projected as a superhero.","['non comic book superhero', 'character name as title', 'superhero', 'one word title']",Satyajit Bhatkal,"['Satyajit Bhatkal', 'Svati Chakravarty Bhatkal', 'Darsheel Safary', 'Anupam Kher', 'Manjari Fadnnis']",Javed Akhtar,/title/tt1605790/
Tahalka,"['Action', 'Adventure', 'Thriller']","While on a yacht trip along with this daughter, Dolly, Indian army Major Krishna Rao, observes a girl in distress and goes to rescue her. He ends up rescuing dozens of girls, who have been entrapped by General Dong. While the girls manage to escape, he and Dolly are captured. Don... Read all","['suicide', 'swimming pool', 'flashback', 'sitar', 'prosthetic leg', 'poetry', 'fictional country', 'man disguised as woman', 'sexual euphemism', 'kidnapping']",Anil Sharma,"['Anil Sharma', 'Bimla Sharma', 'Dharmendra', 'Naseeruddin Shah', 'Mukesh Khanna']",Shyam Goel,/title/tt0423313/
Tiyaan,"['Action', 'Drama', 'Thriller']","Two youths, a Muslim and a Hindu, get trapped in a religious clash in North India. Can they escape from the situation?",['escape'],Jiyen Krishnakumar,"['Shine Tom Chacko', 'Mohanlal', 'Prithviraj Sukumaran', 'Jiyen Krishnakumar', 'Murali Gopy']",Murali Gopy,/title/tt5780034/
Sanam Teri Kasam,"['Action', 'Comedy', 'Drama']",A rich man's past comes knocking when he is informed that one of his employees is his long lost son. He does not know that he's being cheated and that his real son is the one who loves his niece.,"['long lost son', 'nightclub', 'love', 'impersonation', 'con man', 'marital separation', 'long lost father']",Narendra Bedi,"['Subhash', 'Suroor', 'Kamal Haasan', 'Reena Roy', 'Jagdeep']",Kader Khan,/title/tt0156043/
Red Skies of Montana,"['Action', 'Adventure', 'Drama']",Drama dealing with the hazardous work of the U. S. Forest Service's paratroop fire-fighters in Montana.,"['montana', 'smokejumper', 'united states forest service', 'identification bracelet', 'scene during opening credits', 'mountain', 'forest ranger', 'fire', 'coward', 'backfire']",Joseph M. Newman,"['Art Cohn', 'George R. Stewart', 'Richard Widmark', 'Constance Smith', 'Jeffrey Hunter']",Harry Kleiner,/title/tt0045074/
Happy Times,"['Action', 'Comedy', 'Horror']",A seemingly friendly dinner party erupts into a night of violence and terror at a lush Hollywood estate.,"['party', 'toy gun', 'fight', 'lace panties', 'dancing at home', 'bloody face', 'rifle', 'sleeper hold', 'shot in the belly', 'smashed head']",Michael Mayer,"['Michael Mayer', 'Michael Aloni', 'Shani Atias', 'Iris Bahr', 'Michael Mayer']",Guy Ayal,/title/tt8563656/
Biriyani,"['Action', 'Comedy', 'Thriller']",The desire for biryani after drinks lands two friends in an endless frenzy as they get framed for a kidnapping and go on the run.,"['friend', 'hands tied behind back', 'car chase', 'female assassin', 'killed with a gun', 'one word title', 'food in title', 'childhood friend', 'cocktail party', 'night']",Venkat Prabhu,"['Venkat Prabhu', 'Rishabh Purohit', 'Karthi', 'Hansika Motwani', 'Premgi Amaren']",D.S. Kannan,/title/tt2638104/
Chal Chala Chal,"['Action', 'Comedy', 'Crime']","Pune-based widower Omkar Nath used to work as a Headmaster with a local school. When he was fired, his son, Deepak, hired a lawyer to sue the school. The school was represented by none other than Omkar's live-in son-in-law, Vinayak Agrawal. After some years the Court finally came... Read all",[],Rajeev Kumar,"['Sunil Jha', 'Manisha Korde', 'Govardhan Asrani', 'Asif Basra', 'Kaluram Dhobale']",Anand Raj Anand,/title/tt1438486/
Chains of Gold,"['Action', 'Crime', 'Drama']","A Miami social worker, Scott, helps a fatherless boy. When the boy goes missing, Scott looks for him everywhere, incl. in a crack dealing gang.","['social worker', 'drugs', 'undercover', 'written by star', 'psychotronic film', 'tv movie', 'miami florida', 'runaway', 'obesity', 'van']",Rod Holcomb,"['Linda Favila', 'Anson Downes', 'John Travolta', 'Marilu Henner', 'Joey Lawrence']",John Petz,/title/tt0101560/
Rishtey,"['Action', 'Drama', 'Romance']","Suraj Singh (Anil Kapoor) is in love with the beautiful and wealthy Komal (Karisma Kapoor). They dream of their perfect family together but her arrogant father Yashpal Chaudhary (Amrish Puri) detests Suraj because he is a middle-class youth, with no riches whatsoever. Komal cuts ... Read all","['fisherwoman', 'husband wife reunion', 'love triangle', 'unrequited love', 'single father', 'overbearing father', 'misunderstanding', 'breakup', 'lawyer', 'confrontation']",Indra Kumar,"['Tanveer Khan', 'Praful Parekh', 'Anil Kapoor', 'Karisma Kapoor', 'Shilpa Shetty Kundra']",Rajeev Kaul,/title/tt0341549/
Swathanthryam Ardharathriyil,"['Action', 'Crime', 'Thriller']","Jacob, a manager at a big financial firm, finds himself behind bars when he tries to save the woman he loves from being involved in a criminal case. The only way for him to survive and to escape was to break out of prison.",['escape'],Tinu Pappachan,"['Antony Varghese', 'Vinayakan', 'Chemban Vinod Jose', 'Tinu Pappachan', 'Dileep Kurian']",Dileep Kurian,/title/tt7548570/
2047: Sights of Death,"['Action', 'Sci-Fi', 'Thriller']","Ryan Willburn (Stephen Baldwin), a Green War rebel Agent sent on a mission to collect evidence against the Confederate Central Government, for its heinous crimes. The mission quickly turns chaotic when he meets Tuag (Neva Leoni), a mutant survivor.","['rebel', 'colonel', 'torture', 'hallucination', 'face paint', 'mute', 'trap', 'soldier', 'radiation', 'oppression']",Alessandro Capone,"[""Luca D'Alisera"", 'Danny Glover', 'Daryl Hannah', 'Michael Madsen', 'Alessandro Capone']",Tommaso Agnese,/title/tt3481210/
